Servicio Meteorológico Nacional
Red: SMN
Estación: ZACATECAS_EMA
Estado: Zacatecas
Municipio: Guadalupe
Latitud (N): 22.74667
Longitud (O): -102.5061111
Altitud: 2270

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2022-12-22 09:10:00,2022-12-22 15:10:00,260.0,245.0,5.5,15.4,13.9,23,780.3,0,323,
2022-12-22 09:00:00,2022-12-22 15:00:00,224.0,222.0,5,17.7,12.7,29,780.1,0,283,
2022-12-22 08:50:00,2022-12-22 14:50:00,150.0,227.0,0,0,11.4,36,780,0,241,
2022-12-22 08:40:00,2022-12-22 14:40:00,116.0,227.0,0,0,9.6,41,780,0,203,
2022-12-22 08:30:00,2022-12-22 14:30:00,133.0,227.0,0,0,8.4,44,779.9,0,166,
2022-12-22 08:20:00,2022-12-22 14:20:00,135.0,227.0,0,0,7.7,47,779.9,0,125,
2022-12-22 08:10:00,2022-12-22 14:10:00,153.0,227.0,0,0,7.4,48,779.8,0,61,
2022-12-22 08:00:00,2022-12-22 14:00:00,240.0,227.0,0,0,7.3,49,779.8,0,15,
2022-12-22 07:50:00,2022-12-22 13:50:00,252.0,227.0,0,0,7.4,48,779.7,0,7,
2022-12-22 07:40:00,2022-12-22 13:40:00,61.0,227.0,0,0,7.5,48,779.5,0,3,
2022-12-22 07:30:00,2022-12-22 13:30:00,309.0,227.0,0,0,7.7,47,779.5,0,0,
2022-12-22 07:20:00,2022-12-22 13:20:00,322.0,227.0,0,0,8.2,46,779.4,0,0,
2022-12-22 07:10:00,2022-12-22 13:10:00,116.0,227.0,0,0,8.6,44,779.3,0,0,
2022-12-22 07:00:00,2022-12-22 13:00:00,160.0,227.0,0,0,8.6,45,779.2,0,0,
2022-12-22 06:50:00,2022-12-22 12:50:00,175.0,227.0,0,0,8.6,45,779.1,0,0,
2022-12-22 06:40:00,2022-12-22 12:40:00,166.0,227.0,0,0,8.5,47,779.1,0,0,
2022-12-22 06:30:00,2022-12-22 12:30:00,103.0,227.0,0,0,9,46,779.1,0,0,
2022-12-22 06:20:00,2022-12-22 12:20:00,93.0,227.0,0,0,9.4,44,779,0,0,
2022-12-22 06:10:00,2022-12-22 12:10:00,30.0,227.0,0,0,9.5,43,778.9,0,0,
2022-12-22 06:00:00,2022-12-22 12:00:00,195.0,227.0,0,0,9.2,45,778.9,0,0,
2022-12-22 05:50:00,2022-12-22 11:50:00,214.0,227.0,0,0,9.4,45,778.8,0,0,
2022-12-22 05:40:00,2022-12-22 11:40:00,85.0,227.0,0,0,9.8,44,778.7,0,0,
2022-12-22 05:30:00,2022-12-22 11:30:00,38.0,227.0,0,0,10.1,43,778.6,0,0,
2022-12-22 05:20:00,2022-12-22 11:20:00,65.0,227.0,0,0,10.4,41,778.4,0,0,
2022-12-22 05:10:00,2022-12-22 11:10:00,51.0,227.0,0,0,10.6,41,778.3,0,0,
2022-12-22 05:00:00,2022-12-22 11:00:00,71.0,227.0,0,0,11.3,40,778.3,0,0,
2022-12-22 04:50:00,2022-12-22 10:50:00,182.0,227.0,0,0,11.9,36,778.2,0,0,
2022-12-22 04:40:00,2022-12-22 10:40:00,239.0,227.0,3.9,12,12.2,35,778.1,0,0,
2022-12-22 04:30:00,2022-12-22 10:30:00,240.0,257.0,8.1,18.3,12.4,35,778.1,0,0,
2022-12-22 04:20:00,2022-12-22 10:20:00,234.0,283.0,7.6,18.9,12.3,35,778,0,0,
2022-12-22 04:10:00,2022-12-22 10:10:00,231.0,233.0,4.8,21.8,12.1,35,777.9,0,0,
2022-12-22 04:00:00,2022-12-22 10:00:00,224.0,228.0,7.2,18.3,11.6,36,778,0,0,
2022-12-22 03:50:00,2022-12-22 09:50:00,185.0,200.0,0,0,11.1,39,778,0,0,
2022-12-22 03:40:00,2022-12-22 09:40:00,190.0,200.0,2.2,12,11.2,38,778.1,0,0,
2022-12-22 03:30:00,2022-12-22 09:30:00,207.0,225.0,2.3,7.9,11.4,38,778.1,0,0,
2022-12-22 03:20:00,2022-12-22 09:20:00,200.0,228.0,2.3,9.7,12.1,35,778.1,0,0,
2022-12-22 03:10:00,2022-12-22 09:10:00,210.0,230.0,7.3,16,12.6,32,778.1,0,0,
2022-12-22 03:00:00,2022-12-22 09:00:00,222.0,212.0,10,20,12.5,31,778.1,0,0,
2022-12-22 02:50:00,2022-12-22 08:50:00,199.0,220.0,5.4,16.6,12.5,31,778.2,0,0,
2022-12-22 02:40:00,2022-12-22 08:40:00,221.0,225.0,6.5,14.3,12.6,30,778.3,0,0,
2022-12-22 02:30:00,2022-12-22 08:30:00,229.0,248.0,7.6,22.9,12.6,30,778.5,0,0,
2022-12-22 02:20:00,2022-12-22 08:20:00,227.0,221.0,7.2,16,12.7,31,778.6,0,0,
2022-12-22 02:10:00,2022-12-22 08:10:00,215.0,227.0,7.7,19.5,12.6,31,778.7,0,0,
2022-12-22 02:00:00,2022-12-22 08:00:00,217.0,224.0,6.6,18.3,12.7,31,778.7,0,0,
2022-12-22 01:50:00,2022-12-22 07:50:00,224.0,236.0,4.3,16.6,12.8,31,778.7,0,0,
2022-12-22 01:40:00,2022-12-22 07:40:00,231.0,217.0,8.2,17.2,13,30,778.8,0,0,
2022-12-22 01:30:00,2022-12-22 07:30:00,228.0,230.0,7.5,17.7,13,30,778.8,0,0,
2022-12-22 01:20:00,2022-12-22 07:20:00,233.0,224.0,9.2,17.7,12.9,31,778.9,0,0,
2022-12-22 01:10:00,2022-12-22 07:10:00,232.0,216.0,7.3,17.7,12.8,33,778.9,0,0,
2022-12-22 01:00:00,2022-12-22 07:00:00,239.0,240.0,5.8,14.3,12.8,33,778.9,0,0,
2022-12-22 00:50:00,2022-12-22 06:50:00,230.0,231.0,8.7,16.6,12.7,34,779,0,0,
2022-12-22 00:40:00,2022-12-22 06:40:00,229.0,180.0,0,0,12.4,35,779,0,0,
2022-12-22 00:30:00,2022-12-22 06:30:00,219.0,180.0,0,0,12.2,36,779.1,0,0,
2022-12-22 00:20:00,2022-12-22 06:20:00,208.0,180.0,0,0,12.2,36,779.2,0,0,
2022-12-22 00:10:00,2022-12-22 06:10:00,169.0,180.0,0,0,12.4,36,779.2,0,0,
2022-12-22 00:00:00,2022-12-22 06:00:00,140.0,180.0,0,0,12.9,36,779.3,0,0,
2022-12-21 23:50:00,2022-12-22 05:50:00,188.0,180.0,1.7,6.8,13.4,33,779.3,0,0,
2022-12-21 23:40:00,2022-12-22 05:40:00,215.0,193.0,0,0,13.5,32,779.3,0,0,
2022-12-21 23:30:00,2022-12-22 05:30:00,151.0,193.0,0,0,13.5,33,779.3,0,0,
2022-12-21 23:20:00,2022-12-22 05:20:00,175.0,193.0,1.6,2.8,13.7,31,779.3,0,0,
2022-12-21 23:10:00,2022-12-22 05:10:00,92.0,350.0,2.2,9.1,14,31,779.2,0,0,
2022-12-21 23:00:00,2022-12-22 05:00:00,227.0,232.0,3.4,18.3,14.1,30,779.2,0,0,
2022-12-21 22:50:00,2022-12-22 04:50:00,255.0,224.0,6.9,20,14.3,30,779.1,0,0,
2022-12-21 22:40:00,2022-12-22 04:40:00,259.0,258.0,11.2,24.1,14.5,30,778.9,0,0,
2022-12-21 22:30:00,2022-12-22 04:30:00,254.0,260.0,15.5,25.2,14.6,29,778.8,0,0,
2022-12-21 22:20:00,2022-12-22 04:20:00,252.0,247.0,13.8,23.5,14.7,29,778.7,0,0,
2022-12-21 22:10:00,2022-12-22 04:10:00,250.0,249.0,15.3,24.1,14.7,29,778.6,0,0,
2022-12-21 22:00:00,2022-12-22 04:00:00,252.0,251.0,16.6,26.9,14.9,29,778.7,0,0,
2022-12-21 21:50:00,2022-12-22 03:50:00,252.0,258.0,17.4,29.2,14.9,28,778.6,0,0,
2022-12-21 21:40:00,2022-12-22 03:40:00,249.0,253.0,17,26.4,15,28,778.6,0,0,
2022-12-21 21:30:00,2022-12-22 03:30:00,249.0,247.0,17.7,26.9,15.2,28,778.5,0,0,
2022-12-21 21:20:00,2022-12-22 03:20:00,249.0,262.0,16,25.8,15.2,28,778.5,0,0,
2022-12-21 21:10:00,2022-12-22 03:10:00,246.0,260.0,14.5,28.7,15.3,27,778.4,0,0,
2022-12-21 21:00:00,2022-12-22 03:00:00,254.0,248.0,12.4,29.2,15.2,28,778.4,0,0,
2022-12-21 20:50:00,2022-12-22 02:50:00,252.0,256.0,13.1,26.4,15.4,29,778.3,0,0,
2022-12-21 20:40:00,2022-12-22 02:40:00,243.0,221.0,12.3,22.3,15.5,30,778.2,0,0,
2022-12-21 20:30:00,2022-12-22 02:30:00,238.0,234.0,16.3,25.2,15.6,30,778.1,0,0,
2022-12-21 20:20:00,2022-12-22 02:20:00,240.0,246.0,16.3,28.1,15.6,30,778.1,0,0,
2022-12-21 20:10:00,2022-12-22 02:10:00,239.0,222.0,13.8,21.2,15.7,31,778.1,0,0,
2022-12-21 20:00:00,2022-12-22 02:00:00,243.0,245.0,15.3,26.9,15.8,30,778,0,0,
2022-12-21 19:50:00,2022-12-22 01:50:00,239.0,247.0,14.6,23.5,15.9,30,777.9,0,0,
2022-12-21 19:40:00,2022-12-22 01:40:00,236.0,267.0,15,23.5,16.1,29,777.9,0,0,
2022-12-21 19:30:00,2022-12-22 01:30:00,235.0,236.0,15.2,28.1,16.2,29,777.8,0,0,
2022-12-21 19:20:00,2022-12-22 01:20:00,234.0,233.0,12.7,25.2,16.3,28,777.7,0,0,
2022-12-21 19:10:00,2022-12-22 01:10:00,234.0,227.0,15.5,24.6,16.4,28,777.7,0,0,
2022-12-21 19:00:00,2022-12-22 01:00:00,234.0,225.0,12.1,21.8,16.4,28,777.7,0,0,
2022-12-21 18:50:00,2022-12-22 00:50:00,237.0,257.0,10.3,21.8,16.5,27,777.7,0,0,
2022-12-21 18:40:00,2022-12-22 00:40:00,237.0,254.0,6.7,14.9,16.7,26,777.7,0,0,
2022-12-21 18:30:00,2022-12-22 00:30:00,238.0,245.0,10,17.7,17,25,777.7,0,0,
2022-12-21 18:20:00,2022-12-22 00:20:00,238.0,237.0,8.9,22.3,17.2,25,777.5,0,0,
2022-12-21 18:10:00,2022-12-22 00:10:00,233.0,236.0,9.7,21.2,17.5,24,777.5,0,2,
2022-12-21 18:00:00,2022-12-22 00:00:00,228.0,222.0,15.9,29.8,17.7,23,777.4,0,14,
2022-12-21 17:50:00,2022-12-21 23:50:00,238.0,241.0,8.7,19.5,17.9,22,777.4,0,27,
2022-12-21 17:40:00,2022-12-21 23:40:00,229.0,234.0,15.3,25.2,18.1,21,777.4,0,37,
2022-12-21 17:30:00,2022-12-21 23:30:00,228.0,227.0,16.9,26.9,18.4,21,777.3,0,71,
2022-12-21 17:20:00,2022-12-21 23:20:00,242.0,231.0,12.9,26.4,18.4,19,777.2,0,122,
2022-12-21 17:10:00,2022-12-21 23:10:00,224.0,225.0,15.4,29.2,18.4,19,777.2,0,88,
2022-12-21 17:00:00,2022-12-21 23:00:00,232.0,219.0,18.7,29.8,18.7,18,777.2,0,83,
2022-12-21 16:50:00,2022-12-21 22:50:00,229.0,229.0,15.8,28.7,19.2,19,777.1,0,132,
2022-12-21 16:40:00,2022-12-21 22:40:00,220.0,208.0,15.3,27.5,19.1,20,777.1,0,336,
2022-12-21 16:30:00,2022-12-21 22:30:00,232.0,218.0,16.3,33.9,18.9,19,777.1,0,233,
2022-12-21 16:20:00,2022-12-21 22:20:00,234.0,228.0,20.1,33.9,18.8,18,777.1,0,208,
2022-12-21 16:10:00,2022-12-21 22:10:00,242.0,241.0,20.6,36.2,19,18,777.1,0,202,
2022-12-21 16:00:00,2022-12-21 22:00:00,245.0,223.0,18.8,31,19.6,20,777.1,0,276,
2022-12-21 15:50:00,2022-12-21 21:50:00,235.0,217.0,21.2,37.9,19.3,21,777.1,0,485,
2022-12-21 15:40:00,2022-12-21 21:40:00,236.0,226.0,21.7,43.1,19.4,22,777.2,0,413,
2022-12-21 15:30:00,2022-12-21 21:30:00,236.0,215.0,18.8,29.2,18.9,24,777.2,0,428,
2022-12-21 15:20:00,2022-12-21 21:20:00,242.0,236.0,19.4,35,19,24,777.2,0,263,
2022-12-21 15:10:00,2022-12-21 21:10:00,250.0,247.0,20.2,33.3,19.3,24,777.2,0,417,
2022-12-21 15:00:00,2022-12-21 21:00:00,242.0,230.0,13.3,30.4,18.9,24,777.2,0,437,
2022-12-21 14:50:00,2022-12-21 20:50:00,226.0,219.0,17.8,29.8,18.9,25,777.3,0,354,
2022-12-21 14:40:00,2022-12-21 20:40:00,227.0,226.0,20.4,35.6,19.2,24,777.4,0,495,
2022-12-21 14:30:00,2022-12-21 20:30:00,229.0,216.0,14.4,29.2,18.6,26,777.4,0,553,
2022-12-21 14:20:00,2022-12-21 20:20:00,223.0,234.0,14.2,28.1,18.2,26,777.5,0,294,
2022-12-21 14:10:00,2022-12-21 20:10:00,226.0,197.0,15.6,26.9,18.2,26,777.6,0,287,
2022-12-21 14:00:00,2022-12-21 20:00:00,225.0,214.0,16.5,31.6,18.5,26,777.6,0,262,
2022-12-21 13:50:00,2022-12-21 19:50:00,231.0,254.0,11.9,28.1,19,25,777.8,0,292,
2022-12-21 13:40:00,2022-12-21 19:40:00,226.0,208.0,13.3,22.3,18.8,25,777.9,0,410,
2022-12-21 13:30:00,2022-12-21 19:30:00,221.0,224.0,15.6,30.4,19,24,778,0,430,
2022-12-21 13:20:00,2022-12-21 19:20:00,223.0,229.0,16.3,28.1,19,23,778.2,0,571,
2022-12-21 13:10:00,2022-12-21 19:10:00,222.0,207.0,17.4,33.9,18.9,23,778.3,0,520,
2022-12-21 13:00:00,2022-12-21 19:00:00,225.0,214.0,19.2,29.8,19.2,23,778.4,0,457,
2022-12-21 12:50:00,2022-12-21 18:50:00,239.0,228.0,13.5,27.5,19.5,22,778.5,0,474,
2022-12-21 12:40:00,2022-12-21 18:40:00,226.0,229.0,14.8,28.7,19.7,22,778.6,0,561,
2022-12-21 12:30:00,2022-12-21 18:30:00,221.0,217.0,14.6,33.9,19.7,22,778.8,0,648,
2022-12-21 12:20:00,2022-12-21 18:20:00,229.0,213.0,13.9,25.8,19.5,22,778.9,0,698,
2022-12-21 12:10:00,2022-12-21 18:10:00,223.0,218.0,13.8,24.6,19.2,22,779.1,0,563,
2022-12-21 12:00:00,2022-12-21 18:00:00,226.0,234.0,12.9,25.8,19.4,22,779.2,0,594,
2022-12-21 11:50:00,2022-12-21 17:50:00,230.0,207.0,11.3,22.3,19.3,21,779.4,0,744,
2022-12-21 11:40:00,2022-12-21 17:40:00,228.0,217.0,9.3,22.3,18.7,22,779.5,0,712,
2022-12-21 11:30:00,2022-12-21 17:30:00,219.0,234.0,6.7,20.6,18.4,24,779.6,0,517,
2022-12-21 11:20:00,2022-12-21 17:20:00,215.0,242.0,10.4,23.5,18.5,24,779.8,0,494,
2022-12-21 11:10:00,2022-12-21 17:10:00,206.0,209.0,7.2,18.9,18.2,24,779.9,0,681,
2022-12-21 11:00:00,2022-12-21 17:00:00,210.0,220.0,10.8,21.8,18,25,779.9,0,552,
2022-12-21 10:50:00,2022-12-21 16:50:00,216.0,247.0,9.6,17.7,18.1,26,780,0,623,
2022-12-21 10:40:00,2022-12-21 16:40:00,179.0,163.0,0,9.7,17.4,30,780,0,566,
2022-12-21 10:30:00,2022-12-21 16:30:00,156.0,221.0,0,0,16.6,34,780.1,0,467,
2022-12-21 10:20:00,2022-12-21 16:20:00,113.0,221.0,0,0,15.4,37,780.2,0,548,
2022-12-21 10:10:00,2022-12-21 16:10:00,128.0,221.0,0,0,14,40,780.3,0,502,
2022-12-21 10:00:00,2022-12-21 16:00:00,217.0,221.0,0,0,12.7,44,780.4,0,375,
2022-12-21 09:50:00,2022-12-21 15:50:00,209.0,221.0,0,0,11.4,47,780.4,0,395,
2022-12-21 09:40:00,2022-12-21 15:40:00,220.0,221.0,0,0,10.3,50,780.4,0,315,
2022-12-21 09:30:00,2022-12-21 15:30:00,209.0,221.0,1.9,9.7,9.7,52,780.4,0,173,
2022-12-21 09:20:00,2022-12-21 15:20:00,201.0,149.0,0,0,9.2,54,780.3,0,157,
2022-12-21 09:10:00,2022-12-21 15:10:00,210.0,149.0,0,0,8.7,55,780.3,0,162,
2022-12-21 09:00:00,2022-12-21 15:00:00,224.0,149.0,0,0,8.2,56,780.2,0,134,
2022-12-21 08:50:00,2022-12-21 14:50:00,223.0,149.0,0,0,7.8,57,780.1,0,74,
2022-12-21 08:40:00,2022-12-21 14:40:00,229.0,149.0,0,0,7.4,58,780,0,84,
2022-12-21 08:30:00,2022-12-21 14:30:00,197.0,149.0,0,0,7.3,58,780,0,73,
2022-12-21 08:20:00,2022-12-21 14:20:00,199.0,149.0,0,0,7.3,59,780,0,65,
2022-12-21 08:10:00,2022-12-21 14:10:00,203.0,149.0,0,0,7.1,59,779.8,0,53,
2022-12-21 08:00:00,2022-12-21 14:00:00,185.0,149.0,0,0,7.1,59,779.6,0,35,
2022-12-21 07:50:00,2022-12-21 13:50:00,165.0,149.0,0,0,6.8,60,779.6,0,21,
2022-12-21 07:40:00,2022-12-21 13:40:00,266.0,149.0,0,0,6.8,61,779.5,0,6,
2022-12-21 07:30:00,2022-12-21 13:30:00,236.0,149.0,0,0,6.8,60,779.5,0,0,
2022-12-21 07:20:00,2022-12-21 13:20:00,199.0,149.0,0,0,6.8,60,779.6,0,0,
2022-12-21 07:10:00,2022-12-21 13:10:00,161.0,149.0,0,0,6.8,60,779.5,0,0,
2022-12-21 07:00:00,2022-12-21 13:00:00,181.0,149.0,1.6,2.2,6.9,60,779.5,0,0,
2022-12-21 06:50:00,2022-12-21 12:50:00,161.0,127.0,1.8,5.6,6.9,60,779.4,0,0,
2022-12-21 06:40:00,2022-12-21 12:40:00,178.0,208.0,0,0,7.1,60,779.4,0,0,
2022-12-21 06:30:00,2022-12-21 12:30:00,186.0,208.0,0,0,7.2,59,779.3,0,0,
2022-12-21 06:20:00,2022-12-21 12:20:00,165.0,208.0,0,0,7.3,58,779.3,0,0,
2022-12-21 06:10:00,2022-12-21 12:10:00,166.0,208.0,0,0,7.3,59,779.3,0,0,
2022-12-21 06:00:00,2022-12-21 12:00:00,219.0,208.0,0,0,7.2,59,779.3,0,0,
2022-12-21 05:50:00,2022-12-21 11:50:00,221.0,208.0,0,0,7,60,779.3,0,0,
2022-12-21 05:40:00,2022-12-21 11:40:00,243.0,208.0,0,0,6.9,60,779.3,0,0,
2022-12-21 05:30:00,2022-12-21 11:30:00,223.0,208.0,0,0,6.6,62,779.4,0,0,
2022-12-21 05:20:00,2022-12-21 11:20:00,238.0,208.0,0,0,6.5,62,779.4,0,0,
2022-12-21 05:10:00,2022-12-21 11:10:00,182.0,208.0,0,0,6.5,63,779.4,0,0,
2022-12-21 05:00:00,2022-12-21 11:00:00,186.0,208.0,0,0,6.7,62,779.4,0,0,
2022-12-21 04:50:00,2022-12-21 10:50:00,157.0,208.0,0,0,6.8,61,779.4,0,0,
2022-12-21 04:40:00,2022-12-21 10:40:00,160.0,208.0,0,0,6.9,61,779.4,0,0,
2022-12-21 04:30:00,2022-12-21 10:30:00,160.0,208.0,0,0,6.9,61,779.4,0,0,
2022-12-21 04:20:00,2022-12-21 10:20:00,192.0,208.0,0,0,6.9,61,779.4,0,0,
2022-12-21 04:10:00,2022-12-21 10:10:00,187.0,208.0,1.9,5.1,6.9,61,779.4,0,0,
2022-12-21 04:00:00,2022-12-21 10:00:00,208.0,218.0,2.1,7.9,7.1,60,779.5,0,0,
2022-12-21 03:50:00,2022-12-21 09:50:00,208.0,221.0,1.9,7.4,7.3,59,779.5,0,0,
2022-12-21 03:40:00,2022-12-21 09:40:00,217.0,224.0,1.8,7.4,7.5,59,779.4,0,0,
2022-12-21 03:30:00,2022-12-21 09:30:00,210.0,210.0,3.4,8.5,7.8,57,779.5,0,0,
2022-12-21 03:20:00,2022-12-21 09:20:00,211.0,216.0,5.4,14.9,8.1,56,779.5,0,0,
2022-12-21 03:10:00,2022-12-21 09:10:00,211.0,212.0,6,13.7,8.2,56,779.4,0,0,
2022-12-21 03:00:00,2022-12-21 09:00:00,214.0,221.0,6.8,12.5,8.4,55,779.4,0,0,
2022-12-21 02:50:00,2022-12-21 08:50:00,215.0,216.0,8.5,15.4,8.5,54,779.5,0,0,
2022-12-21 02:40:00,2022-12-21 08:40:00,206.0,212.0,7.5,15.4,8.7,53,779.7,0,0,
2022-12-21 02:30:00,2022-12-21 08:30:00,209.0,215.0,6.9,14.3,8.8,53,779.8,0,0,
2022-12-21 02:20:00,2022-12-21 08:20:00,208.0,230.0,5.1,13.7,8.6,54,779.8,0,0,
2022-12-21 02:10:00,2022-12-21 08:10:00,207.0,210.0,2.9,16,8.5,55,779.9,0,0,
2022-12-21 02:00:00,2022-12-21 08:00:00,202.0,213.0,0,0,8.3,56,779.9,0,0,
2022-12-21 01:50:00,2022-12-21 07:50:00,200.0,213.0,2.9,10.8,8.3,57,780.2,0,0,
2022-12-21 01:40:00,2022-12-21 07:40:00,198.0,216.0,0,0,8.4,57,780.3,0,0,
2022-12-21 01:30:00,2022-12-21 07:30:00,208.0,216.0,5.8,13.7,8.5,56,780.3,0,0,
2022-12-21 01:20:00,2022-12-21 07:20:00,214.0,213.0,2.3,13.1,8.4,56,780.3,0,0,
2022-12-21 01:10:00,2022-12-21 07:10:00,198.0,218.0,1.9,15.4,8.3,57,780.4,0,0,
2022-12-21 01:00:00,2022-12-21 07:00:00,203.0,198.0,0,0,8.3,57,780.4,0,0,
2022-12-21 00:50:00,2022-12-21 06:50:00,205.0,198.0,1.7,3.3,8.1,58,780.4,0,0,
2022-12-21 00:40:00,2022-12-21 06:40:00,201.0,22.0,0,0,8,59,780.5,0,0,
2022-12-21 00:30:00,2022-12-21 06:30:00,180.0,22.0,0,0,8.1,57,780.7,0,0,
2022-12-21 00:20:00,2022-12-21 06:20:00,174.0,22.0,0,0,8.2,56,780.8,0,0,
2022-12-21 00:10:00,2022-12-21 06:10:00,169.0,22.0,0,0,8,57,780.9,0,0,
2022-12-21 00:00:00,2022-12-21 06:00:00,149.0,22.0,0,0,7.9,58,781.1,0,0,
2022-12-20 23:50:00,2022-12-21 05:50:00,191.0,22.0,0,0,7.7,60,781.1,0,0,
2022-12-20 23:40:00,2022-12-21 05:40:00,188.0,22.0,0,0,7.5,61,781.2,0,0,
2022-12-20 23:30:00,2022-12-21 05:30:00,177.0,22.0,0,0,7.4,62,781.1,0,0,
2022-12-20 23:20:00,2022-12-21 05:20:00,192.0,22.0,0,0,7.6,61,781.3,0,0,
2022-12-20 23:10:00,2022-12-21 05:10:00,154.0,22.0,0,0,7.8,60,781.5,0,0,
2022-12-20 23:00:00,2022-12-21 05:00:00,189.0,22.0,0,0,8.1,59,781.5,0,0,
2022-12-20 22:50:00,2022-12-21 04:50:00,189.0,22.0,0,0,8.3,58,781.5,0,0,
2022-12-20 22:40:00,2022-12-21 04:40:00,109.0,22.0,0,0,8.7,57,781.5,0,0,
2022-12-20 22:30:00,2022-12-21 04:30:00,103.0,22.0,0,0,8.8,56,781.6,0,0,
2022-12-20 22:20:00,2022-12-21 04:20:00,121.0,22.0,0,0,8.7,57,781.6,0,0,
2022-12-20 22:10:00,2022-12-21 04:10:00,136.0,22.0,0,0,8.7,58,781.6,0,0,
2022-12-20 22:00:00,2022-12-21 04:00:00,205.0,22.0,0,0,8.9,58,781.5,0,0,
2022-12-20 21:50:00,2022-12-21 03:50:00,279.0,22.0,0,0,9.3,57,781.5,0,0,
2022-12-20 21:40:00,2022-12-21 03:40:00,2.0,22.0,0,0,9.6,56,781.5,0,0,
2022-12-20 21:30:00,2022-12-21 03:30:00,356.0,22.0,0,0,9.9,55,781.5,0,0,
2022-12-20 21:20:00,2022-12-21 03:20:00,130.0,22.0,0,0,10.1,54,781.5,0,0,
2022-12-20 21:10:00,2022-12-21 03:10:00,21.0,22.0,0,0,10.5,53,781.4,0,0,
2022-12-20 21:00:00,2022-12-21 03:00:00,35.0,22.0,0,0,10.7,52,781.3,0,0,
2022-12-20 20:50:00,2022-12-21 02:50:00,76.0,22.0,0,0,10.8,52,781.3,0,0,
2022-12-20 20:40:00,2022-12-21 02:40:00,248.0,22.0,0,0,11.1,50,781.2,0,0,
2022-12-20 20:30:00,2022-12-21 02:30:00,45.0,22.0,0,0,11.6,48,781.1,0,0,
2022-12-20 20:20:00,2022-12-21 02:20:00,131.0,22.0,0,0,12.2,46,781,0,0,
2022-12-20 20:10:00,2022-12-21 02:10:00,91.0,22.0,0,0,12.6,44,780.9,0,0,
2022-12-20 20:00:00,2022-12-21 02:00:00,94.0,22.0,1.7,4.5,12.7,41,780.8,0,0,
2022-12-20 19:50:00,2022-12-21 01:50:00,104.0,80.0,0,0,12.9,37,780.7,0,0,
2022-12-20 19:40:00,2022-12-21 01:40:00,84.0,80.0,0,0,13,30,780.5,0,0,
2022-12-20 19:30:00,2022-12-21 01:30:00,82.0,80.0,0,0,13.2,24,780.5,0,0,
2022-12-20 19:20:00,2022-12-21 01:20:00,82.0,80.0,0,0,13.6,21,780.4,0,0,
2022-12-20 19:10:00,2022-12-21 01:10:00,90.0,80.0,0,0,13.8,20,780.3,0,0,
2022-12-20 19:00:00,2022-12-21 01:00:00,2.0,80.0,0,0,14.2,19,780,0,0,
2022-12-20 18:50:00,2022-12-21 00:50:00,23.0,80.0,0,0,14.9,18,780,0,0,
2022-12-20 18:40:00,2022-12-21 00:40:00,31.0,80.0,0,0,15.4,18,780,0,0,
2022-12-20 18:30:00,2022-12-21 00:30:00,48.0,80.0,0,0,15.9,17,780,0,0,
2022-12-20 18:20:00,2022-12-21 00:20:00,40.0,80.0,0,0,16.4,17,780,0,0,
2022-12-20 18:10:00,2022-12-21 00:10:00,60.0,80.0,0,0,16.9,15,779.9,0,0,
2022-12-20 18:00:00,2022-12-21 00:00:00,51.0,80.0,0,0,17.5,15,779.9,0,0,
2022-12-20 17:50:00,2022-12-20 23:50:00,74.0,80.0,0,0,18.3,14,779.9,0,7,
2022-12-20 17:40:00,2022-12-20 23:40:00,65.0,80.0,0,0,19,13,779.8,0,65,
2022-12-20 17:30:00,2022-12-20 23:30:00,53.0,80.0,0,0,19.4,12,779.7,0,103,
2022-12-20 17:20:00,2022-12-20 23:20:00,55.0,80.0,0,0,19.6,12,779.7,0,158,
2022-12-20 17:10:00,2022-12-20 23:10:00,70.0,80.0,0,0,19.8,12,779.8,0,197,
2022-12-20 17:00:00,2022-12-20 23:00:00,70.0,80.0,1.6,2.8,19.9,12,779.9,0,235,
2022-12-20 16:50:00,2022-12-20 22:50:00,98.0,28.0,1.9,6.2,20.1,11,779.9,0,271,
2022-12-20 16:40:00,2022-12-20 22:40:00,155.0,205.0,1.6,2.2,20.2,11,779.8,0,309,
2022-12-20 16:30:00,2022-12-20 22:30:00,82.0,84.0,1.6,2.8,20.1,11,779.8,0,346,
2022-12-20 16:20:00,2022-12-20 22:20:00,117.0,83.0,0,0,20.2,11,779.7,0,380,
2022-12-20 16:10:00,2022-12-20 22:10:00,65.0,83.0,1.6,2.2,20.2,12,779.7,0,413,
2022-12-20 16:00:00,2022-12-20 22:00:00,43.0,59.0,1.8,7.9,20.3,13,779.7,0,449,
2022-12-20 15:50:00,2022-12-20 21:50:00,80.0,91.0,3.6,9.7,20.3,13,779.8,0,482,
2022-12-20 15:40:00,2022-12-20 21:40:00,61.0,69.0,2.6,12.5,20.6,13,779.8,0,516,
2022-12-20 15:30:00,2022-12-20 21:30:00,62.0,77.0,0,0,20.5,13,779.9,0,552,
