Servicio Meteorológico Nacional
Red: SMN
Estación: ZACATECAS_EMA
Estado: Zacatecas
Municipio: Guadalupe
Latitud (N): 22.74667
Longitud (O): -102.5061111
Altitud: 2270

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2022-11-15 11:30:00,2022-11-15 17:30:00,187.0,210.0,5.8,15.4,22.2,23,780.5,0,799,
2022-11-15 11:20:00,2022-11-15 17:20:00,187.0,211.0,5.5,15.4,21.6,22,780.7,0,786,
2022-11-15 11:10:00,2022-11-15 17:10:00,171.0,168.0,4.9,14.9,21.4,22,780.8,0,773,
2022-11-15 11:00:00,2022-11-15 17:00:00,184.0,223.0,6.5,18.3,21,24,780.8,0,754,
2022-11-15 10:50:00,2022-11-15 16:50:00,181.0,144.0,6.5,16,21,24,780.9,0,732,
2022-11-15 10:40:00,2022-11-15 16:40:00,188.0,197.0,5.8,14.9,20.5,25,780.9,0,711,
2022-11-15 10:30:00,2022-11-15 16:30:00,196.0,203.0,6.1,16.6,20.1,26,780.9,0,682,
2022-11-15 10:20:00,2022-11-15 16:20:00,178.0,153.0,7.2,17.2,19.9,26,780.9,0,659,
2022-11-15 10:10:00,2022-11-15 16:10:00,179.0,252.0,7.3,17.7,19.9,24,781,0,627,
2022-11-15 10:00:00,2022-11-15 16:00:00,161.0,208.0,5.1,14.3,19.8,24,781,0,600,
2022-11-15 09:50:00,2022-11-15 15:50:00,172.0,179.0,3.1,10.8,19.4,27,780.9,0,568,
2022-11-15 09:40:00,2022-11-15 15:40:00,146.0,179.0,3,12,19.3,28,780.8,0,533,
2022-11-15 09:30:00,2022-11-15 15:30:00,137.0,194.0,3.6,12,19.5,28,780.7,0,497,
2022-11-15 09:20:00,2022-11-15 15:20:00,151.0,111.0,1.6,3.3,19.2,26,780.6,0,466,
2022-11-15 09:10:00,2022-11-15 15:10:00,179.0,305.0,0,0,18.6,26,780.5,0,429,
2022-11-15 09:00:00,2022-11-15 15:00:00,188.0,305.0,0,0,17.8,27,780.5,0,389,
2022-11-15 08:50:00,2022-11-15 14:50:00,193.0,305.0,0,0,16.5,31,780.4,0,348,
2022-11-15 08:40:00,2022-11-15 14:40:00,236.0,305.0,0,0,15,36,780.4,0,312,
2022-11-15 08:30:00,2022-11-15 14:30:00,244.0,305.0,0,0,13.3,42,780.4,0,273,
2022-11-15 08:20:00,2022-11-15 14:20:00,234.0,305.0,0,0,12.1,46,780.3,0,219,
2022-11-15 08:10:00,2022-11-15 14:10:00,252.0,305.0,0,0,11.6,46,780.3,0,155,
2022-11-15 08:00:00,2022-11-15 14:00:00,259.0,305.0,0,0,11.1,48,780.2,0,137,
2022-11-15 07:50:00,2022-11-15 13:50:00,230.0,305.0,0,0,10.5,49,780.1,0,52,
2022-11-15 07:40:00,2022-11-15 13:40:00,255.0,305.0,0,0,10.1,50,780,0,24,
2022-11-15 07:30:00,2022-11-15 13:30:00,244.0,305.0,0,0,10.1,50,779.9,0,18,
2022-11-15 07:20:00,2022-11-15 13:20:00,288.0,305.0,1.6,2.8,10.2,50,779.9,0,10,
2022-11-15 07:10:00,2022-11-15 13:10:00,262.0,315.0,0,0,9.9,51,779.8,0,3,
2022-11-15 07:00:00,2022-11-15 13:00:00,285.0,315.0,0,0,9.7,52,779.8,0,0,
2022-11-15 06:50:00,2022-11-15 12:50:00,266.0,315.0,0,0,9.8,52,779.6,0,0,
2022-11-15 06:40:00,2022-11-15 12:40:00,269.0,315.0,0,0,9.6,52,779.5,0,0,
2022-11-15 06:30:00,2022-11-15 12:30:00,253.0,315.0,0,0,9.7,52,779.5,0,0,
2022-11-15 06:20:00,2022-11-15 12:20:00,254.0,315.0,0,0,9.6,52,779.5,0,0,
2022-11-15 06:10:00,2022-11-15 12:10:00,266.0,315.0,0,0,9.3,53,779.4,0,0,
2022-11-15 06:00:00,2022-11-15 12:00:00,271.0,315.0,0,0,8.6,54,779.4,0,0,
2022-11-15 05:50:00,2022-11-15 11:50:00,252.0,315.0,0,0,7.7,58,779.3,0,0,
2022-11-15 05:40:00,2022-11-15 11:40:00,196.0,315.0,0,0,7.5,59,779.3,0,0,
2022-11-15 05:30:00,2022-11-15 11:30:00,231.0,315.0,0,0,7.5,60,779.2,0,0,
2022-11-15 05:20:00,2022-11-15 11:20:00,207.0,315.0,0,0,7.8,59,779.2,0,0,
2022-11-15 05:10:00,2022-11-15 11:10:00,259.0,315.0,0,0,8.5,57,779.1,0,0,
2022-11-15 05:00:00,2022-11-15 11:00:00,224.0,315.0,0,0,9.4,53,779.1,0,0,
2022-11-15 04:50:00,2022-11-15 10:50:00,204.0,315.0,0,0,10.3,50,779,0,0,
2022-11-15 04:40:00,2022-11-15 10:40:00,270.0,315.0,0,0,10.7,49,779,0,0,
2022-11-15 04:30:00,2022-11-15 10:30:00,289.0,315.0,0,0,10.7,48,779.1,0,0,
2022-11-15 04:20:00,2022-11-15 10:20:00,277.0,315.0,2.5,6.2,10.3,50,779,0,0,
2022-11-15 04:10:00,2022-11-15 10:10:00,286.0,292.0,1.7,3.3,10.2,51,779,0,0,
2022-11-15 04:00:00,2022-11-15 10:00:00,85.0,302.0,0,0,11,48,779.1,0,0,
2022-11-15 03:50:00,2022-11-15 09:50:00,243.0,302.0,1.7,4.5,11.7,44,779.1,0,0,
2022-11-15 03:40:00,2022-11-15 09:40:00,288.0,305.0,1.7,5.1,12,44,779.1,0,0,
2022-11-15 03:30:00,2022-11-15 09:30:00,294.0,283.0,1.7,5.6,12.3,43,779.1,0,0,
2022-11-15 03:20:00,2022-11-15 09:20:00,268.0,250.0,3.3,14.9,12.2,43,779.1,0,0,
2022-11-15 03:10:00,2022-11-15 09:10:00,296.0,237.0,0,0,11.6,45,779.2,0,0,
2022-11-15 03:00:00,2022-11-15 09:00:00,280.0,237.0,0,0,12.1,44,779.3,0,0,
2022-11-15 02:50:00,2022-11-15 08:50:00,253.0,237.0,1.6,2.2,12.3,42,779.3,0,0,
2022-11-15 02:40:00,2022-11-15 08:40:00,262.0,256.0,0,0,12.5,41,779.4,0,0,
2022-11-15 02:30:00,2022-11-15 08:30:00,266.0,256.0,1.6,0,12.5,41,779.5,0,0,
2022-11-15 02:20:00,2022-11-15 08:20:00,265.0,256.0,7.5,17.2,13,39,779.5,0,0,
2022-11-15 02:10:00,2022-11-15 08:10:00,259.0,285.0,8.2,15.4,12.9,39,779.7,0,0,
2022-11-15 02:00:00,2022-11-15 08:00:00,260.0,252.0,6,20,12.6,40,779.8,0,0,
2022-11-15 01:50:00,2022-11-15 07:50:00,251.0,214.0,3.8,16,12.2,40,779.9,0,0,
2022-11-15 01:40:00,2022-11-15 07:40:00,242.0,243.0,0,0,11.4,42,780,0,1,
2022-11-15 01:30:00,2022-11-15 07:30:00,230.0,243.0,0,0,10.3,45,780.1,0,0,
2022-11-15 01:20:00,2022-11-15 07:20:00,235.0,243.0,0,0,9.9,47,780.2,0,0,
2022-11-15 01:10:00,2022-11-15 07:10:00,226.0,243.0,0,0,9.8,47,780.2,0,0,
2022-11-15 01:00:00,2022-11-15 07:00:00,239.0,243.0,0,0,9.7,49,780.1,0,0,
2022-11-15 00:50:00,2022-11-15 06:50:00,235.0,243.0,0,0,9,53,780.2,0,0,
2022-11-15 00:40:00,2022-11-15 06:40:00,203.0,243.0,0,0,8.9,56,780.3,0,0,
2022-11-15 00:30:00,2022-11-15 06:30:00,228.0,243.0,0,0,9,55,780.2,0,0,
2022-11-15 00:20:00,2022-11-15 06:20:00,208.0,243.0,0,0,9.2,55,780.2,0,0,
2022-11-15 00:10:00,2022-11-15 06:10:00,214.0,243.0,0,0,9.2,55,780.2,0,0,
2022-11-15 00:00:00,2022-11-15 06:00:00,147.0,243.0,0,0,9.5,55,780.2,0,0,
2022-11-14 23:50:00,2022-11-15 05:50:00,111.0,243.0,0,0,9.9,54,780.2,0,0,
2022-11-14 23:40:00,2022-11-15 05:40:00,88.0,243.0,0,0,10.3,53,780.1,0,0,
2022-11-14 23:30:00,2022-11-15 05:30:00,105.0,243.0,0,0,10.8,51,780.1,0,0,
2022-11-14 23:20:00,2022-11-15 05:20:00,124.0,243.0,0,0,11.6,50,780,0,0,
2022-11-14 23:10:00,2022-11-15 05:10:00,137.0,243.0,0,0,12.6,46,780,0,0,
2022-11-14 23:00:00,2022-11-15 05:00:00,242.0,243.0,0,0,13.2,44,779.9,0,0,
2022-11-14 22:50:00,2022-11-15 04:50:00,247.0,243.0,0,0,13.3,44,779.8,0,0,
2022-11-14 22:40:00,2022-11-15 04:40:00,258.0,243.0,0,0,13.4,44,779.7,0,0,
2022-11-14 22:30:00,2022-11-15 04:30:00,244.0,243.0,0,0,13.8,42,779.8,0,0,
2022-11-14 22:20:00,2022-11-15 04:20:00,250.0,243.0,0,0,14,41,779.8,0,0,
2022-11-14 22:10:00,2022-11-15 04:10:00,261.0,243.0,0,0,13.8,42,779.8,0,0,
2022-11-14 22:00:00,2022-11-15 04:00:00,265.0,243.0,0,0,13.8,42,780,0,0,
2022-11-14 21:50:00,2022-11-15 03:50:00,262.0,243.0,0,0,13.9,42,779.9,0,0,
2022-11-14 21:40:00,2022-11-15 03:40:00,258.0,243.0,0,0,14,41,779.8,0,0,
2022-11-14 21:30:00,2022-11-15 03:30:00,247.0,243.0,0,0,14.1,39,779.9,0,0,
2022-11-14 21:20:00,2022-11-15 03:20:00,237.0,243.0,0,0,14.5,37,779.7,0,0,
2022-11-14 21:10:00,2022-11-15 03:10:00,245.0,243.0,0,0,14.8,35,779.6,0,0,
2022-11-14 21:00:00,2022-11-15 03:00:00,240.0,243.0,0,0,14.8,35,779.6,0,0,
2022-11-14 20:50:00,2022-11-15 02:50:00,248.0,243.0,0,0,14.3,36,779.5,0,0,
2022-11-14 20:40:00,2022-11-15 02:40:00,198.0,243.0,0,0,14.6,36,779.4,0,0,
2022-11-14 20:30:00,2022-11-15 02:30:00,265.0,243.0,0,0,15,34,779.2,0,0,
2022-11-14 20:20:00,2022-11-15 02:20:00,219.0,243.0,0,0,15.2,33,779.1,0,0,
2022-11-14 20:10:00,2022-11-15 02:10:00,245.0,243.0,0,0,15.2,34,778.9,0,0,
2022-11-14 20:00:00,2022-11-15 02:00:00,240.0,243.0,0,0,15.3,34,778.9,0,0,
2022-11-14 19:50:00,2022-11-15 01:50:00,221.0,243.0,0,0,15.8,33,778.8,0,0,
2022-11-14 19:40:00,2022-11-15 01:40:00,238.0,243.0,0,0,16.2,32,778.6,0,0,
2022-11-14 19:30:00,2022-11-15 01:30:00,249.0,243.0,4.8,15.4,16.4,32,778.5,0,0,
2022-11-14 19:20:00,2022-11-15 01:20:00,243.0,249.0,5.1,14.9,16.7,32,778.5,0,0,
2022-11-14 19:10:00,2022-11-15 01:10:00,243.0,234.0,1.6,0,17,31,778.4,0,0,
2022-11-14 19:00:00,2022-11-15 01:00:00,239.0,234.0,5.2,20,17.2,30,778.3,0,0,
2022-11-14 18:50:00,2022-11-15 00:50:00,237.0,237.0,1.7,7.9,17.5,28,778.2,0,0,
2022-11-14 18:40:00,2022-11-15 00:40:00,237.0,244.0,2.1,10.8,17.7,27,778.1,0,0,
2022-11-14 18:30:00,2022-11-15 00:30:00,233.0,226.0,2.5,11.4,17.9,27,778,0,0,
2022-11-14 18:20:00,2022-11-15 00:20:00,242.0,252.0,3.5,13.7,18.2,27,777.9,0,0,
2022-11-14 18:10:00,2022-11-15 00:10:00,237.0,237.0,3.9,16,18.5,27,777.7,0,0,
2022-11-14 18:00:00,2022-11-15 00:00:00,226.0,226.0,0,16.6,18.9,26,777.6,0,4,
2022-11-14 17:50:00,2022-11-14 23:50:00,222.0,210.0,8.6,17.2,19.3,25,777.5,0,13,
2022-11-14 17:40:00,2022-11-14 23:40:00,230.0,240.0,12.3,20.6,20,23,777.4,0,41,
2022-11-14 17:30:00,2022-11-14 23:30:00,230.0,230.0,10,20.6,20.5,23,777.4,0,96,
2022-11-14 17:20:00,2022-11-14 23:20:00,232.0,220.0,9.4,21.2,20.9,22,777.4,0,161,
2022-11-14 17:10:00,2022-11-14 23:10:00,234.0,250.0,9.2,22.3,21.2,22,777.4,0,194,
2022-11-14 17:00:00,2022-11-14 23:00:00,226.0,247.0,7.7,20,21.2,21,777.3,0,235,
2022-11-14 16:50:00,2022-11-14 22:50:00,239.0,238.0,10.7,20.6,21.3,21,777.3,0,271,
2022-11-14 16:40:00,2022-11-14 22:40:00,234.0,239.0,12,20,21.5,20,777.2,0,322,
2022-11-14 16:30:00,2022-11-14 22:30:00,234.0,241.0,12.6,26.9,21.5,19,777.1,0,350,
2022-11-14 16:20:00,2022-11-14 22:20:00,232.0,232.0,17.7,25.8,21.6,19,777.1,0,389,
2022-11-14 16:10:00,2022-11-14 22:10:00,225.0,218.0,10.8,22.3,21.8,19,777.1,0,408,
2022-11-14 16:00:00,2022-11-14 22:00:00,225.0,224.0,11.2,19.5,21.8,20,777.2,0,452,
2022-11-14 15:50:00,2022-11-14 21:50:00,238.0,244.0,12.8,25.8,21.7,20,777.2,0,507,
2022-11-14 15:40:00,2022-11-14 21:40:00,246.0,253.0,13.5,22.3,21.7,20,777.2,0,502,
2022-11-14 15:30:00,2022-11-14 21:30:00,235.0,220.0,10.9,21.2,21.8,19,777.2,0,519,
2022-11-14 15:20:00,2022-11-14 21:20:00,246.0,243.0,8.2,18.9,22.1,19,777.3,0,568,
2022-11-14 15:10:00,2022-11-14 21:10:00,230.0,213.0,14.1,28.7,21.9,19,777.3,0,666,
2022-11-14 15:00:00,2022-11-14 21:00:00,239.0,258.0,12.4,31,21.9,19,777.4,0,670,
2022-11-14 14:50:00,2022-11-14 20:50:00,225.0,215.0,10.7,25.8,21.8,19,777.5,0,644,
2022-11-14 14:40:00,2022-11-14 20:40:00,238.0,228.0,10.6,23.5,21.6,19,777.6,0,633,
2022-11-14 14:30:00,2022-11-14 20:30:00,243.0,224.0,10.9,21.8,21.5,18,777.6,0,515,
2022-11-14 14:20:00,2022-11-14 20:20:00,232.0,224.0,14.6,31,21.7,17,777.6,0,575,
2022-11-14 14:10:00,2022-11-14 20:10:00,228.0,222.0,10.3,29.2,22,20,777.5,0,618,
2022-11-14 14:00:00,2022-11-14 20:00:00,227.0,233.0,11.1,25.8,22.4,20,777.6,0,698,
2022-11-14 13:50:00,2022-11-14 19:50:00,237.0,227.0,13.9,25.8,22,18,777.6,0,789,
2022-11-14 13:40:00,2022-11-14 19:40:00,218.0,239.0,11.8,25.8,21.9,20,777.7,0,742,
2022-11-14 13:30:00,2022-11-14 19:30:00,229.0,257.0,16.5,36.2,22,19,777.7,0,778,
2022-11-14 13:20:00,2022-11-14 19:20:00,221.0,222.0,13,24.6,21.8,20,777.9,0,851,
2022-11-14 13:10:00,2022-11-14 19:10:00,224.0,225.0,16,31.6,21.3,21,778,0,853,
2022-11-14 13:00:00,2022-11-14 19:00:00,233.0,213.0,15.5,27.5,21.1,22,778.1,0,849,
2022-11-14 12:50:00,2022-11-14 18:50:00,226.0,212.0,16.7,31.6,20.9,21,778.3,0,866,
2022-11-14 12:40:00,2022-11-14 18:40:00,219.0,224.0,16.8,28.7,20.6,23,778.4,0,826,
2022-11-14 12:30:00,2022-11-14 18:30:00,220.0,193.0,17.3,37.9,20.1,26,778.7,0,862,
2022-11-14 12:20:00,2022-11-14 18:20:00,222.0,246.0,13.9,31.6,20.2,29,778.9,0,857,
2022-11-14 12:10:00,2022-11-14 18:10:00,214.0,227.0,10.6,23.5,19.8,31,779.1,0,849,
2022-11-14 12:00:00,2022-11-14 18:00:00,225.0,225.0,14.4,29.8,19.6,31,779.2,0,838,
2022-11-14 11:50:00,2022-11-14 17:50:00,200.0,232.0,9.9,28.7,19.4,32,779.4,0,826,
2022-11-14 11:40:00,2022-11-14 17:40:00,215.0,217.0,9.7,23.5,19.3,31,779.5,0,810,
2022-11-14 11:30:00,2022-11-14 17:30:00,215.0,242.0,8,17.2,19.1,33,779.5,0,811,
2022-11-14 11:20:00,2022-11-14 17:20:00,204.0,222.0,7.5,18.3,18.8,34,779.6,0,749,
2022-11-14 11:10:00,2022-11-14 17:10:00,206.0,221.0,9,28.1,18.4,34,779.6,0,740,
2022-11-14 11:00:00,2022-11-14 17:00:00,210.0,243.0,8.3,21.8,18.5,33,779.7,0,730,
2022-11-14 10:50:00,2022-11-14 16:50:00,191.0,256.0,8.9,22.9,18,35,779.6,0,704,
2022-11-14 10:40:00,2022-11-14 16:40:00,209.0,219.0,11.3,27.5,17.3,35,779.6,0,728,
2022-11-14 10:30:00,2022-11-14 16:30:00,215.0,225.0,16.8,29.2,17.1,34,779.5,0,699,
2022-11-14 10:20:00,2022-11-14 16:20:00,216.0,216.0,12.6,28.7,17,38,779.6,0,667,
2022-11-14 10:10:00,2022-11-14 16:10:00,214.0,203.0,10,26.9,16.5,40,779.7,0,610,
2022-11-14 10:00:00,2022-11-14 16:00:00,222.0,225.0,13.5,31.6,16.2,42,779.6,0,564,
2022-11-14 09:50:00,2022-11-14 15:50:00,227.0,226.0,13.5,31.6,16,43,779.4,0,543,
2022-11-14 09:40:00,2022-11-14 15:40:00,222.0,226.0,13.5,32.7,15.7,44,779.3,0,494,
2022-11-14 09:30:00,2022-11-14 15:30:00,218.0,240.0,14.3,31,15.6,46,779.2,0,458,
2022-11-14 09:20:00,2022-11-14 15:20:00,212.0,208.0,8.6,31,15.5,48,779.3,0,456,
2022-11-14 09:10:00,2022-11-14 15:10:00,213.0,262.0,11,26.4,15.3,48,779.4,0,421,
2022-11-14 09:00:00,2022-11-14 15:00:00,219.0,243.0,6.7,16.6,14.9,50,779.4,0,408,
2022-11-14 08:50:00,2022-11-14 14:50:00,213.0,219.0,7.1,22.9,14.5,52,779.4,0,358,
2022-11-14 08:40:00,2022-11-14 14:40:00,203.0,237.0,6.5,17.7,14,54,779.2,0,310,
2022-11-14 08:30:00,2022-11-14 14:30:00,194.0,252.0,5,18.9,13.1,57,779.1,0,263,
2022-11-14 08:20:00,2022-11-14 14:20:00,138.0,116.0,2.4,11.4,11.9,61,779,0,231,
2022-11-14 08:10:00,2022-11-14 14:10:00,140.0,225.0,4.3,17.7,11.2,64,778.7,0,195,
2022-11-14 08:00:00,2022-11-14 14:00:00,131.0,121.0,5.6,15.4,10.6,66,778.6,0,154,
2022-11-14 07:50:00,2022-11-14 13:50:00,130.0,134.0,3.9,13.1,10,68,778.5,0,58,
2022-11-14 07:40:00,2022-11-14 13:40:00,128.0,80.0,1.8,7.4,9.7,70,778.6,0,19,
2022-11-14 07:30:00,2022-11-14 13:30:00,135.0,141.0,0,0,9.6,70,778.5,0,10,
2022-11-14 07:20:00,2022-11-14 13:20:00,148.0,141.0,0,0,9.7,70,778.5,0,4,
2022-11-14 07:10:00,2022-11-14 13:10:00,153.0,141.0,2.4,8.5,9.8,70,778.3,0,0,
2022-11-14 07:00:00,2022-11-14 13:00:00,150.0,120.0,2.3,6.8,9.8,70,778.2,0,0,
2022-11-14 06:50:00,2022-11-14 12:50:00,131.0,133.0,2.4,10.8,10,70,778.2,0,0,
2022-11-14 06:40:00,2022-11-14 12:40:00,192.0,222.0,2,6.8,10.1,70,778.2,0,0,
2022-11-14 06:30:00,2022-11-14 12:30:00,180.0,203.0,1.8,6.2,10.1,70,778.2,0,0,
2022-11-14 06:20:00,2022-11-14 12:20:00,162.0,139.0,1.7,4.5,10,70,778.2,0,0,
2022-11-14 06:10:00,2022-11-14 12:10:00,125.0,119.0,2,6.8,9.9,70,778.2,0,0,
2022-11-14 06:00:00,2022-11-14 12:00:00,122.0,129.0,1.8,3.3,9.8,71,778.1,0,0,
2022-11-14 05:50:00,2022-11-14 11:50:00,107.0,101.0,1.7,6.8,9.7,70,778.1,0,0,
2022-11-14 05:40:00,2022-11-14 11:40:00,120.0,128.0,0,0,9.8,70,778,0,0,
2022-11-14 05:30:00,2022-11-14 11:30:00,110.0,128.0,1.6,2.2,9.7,69,777.9,0,0,
2022-11-14 05:20:00,2022-11-14 11:20:00,79.0,161.0,0,0,9.8,68,777.8,0,0,
2022-11-14 05:10:00,2022-11-14 11:10:00,120.0,161.0,0,0,10,67,777.7,0,0,
2022-11-14 05:00:00,2022-11-14 11:00:00,115.0,161.0,0,0,10.2,64,777.8,0,0,
2022-11-14 04:50:00,2022-11-14 10:50:00,138.0,161.0,0,0,10.3,63,777.7,0,0,
2022-11-14 04:40:00,2022-11-14 10:40:00,147.0,161.0,0,0,10.4,62,777.8,0,0,
2022-11-14 04:30:00,2022-11-14 10:30:00,153.0,161.0,0,0,10.7,60,777.8,0,0,
2022-11-14 04:20:00,2022-11-14 10:20:00,149.0,161.0,2.8,9.1,10.8,60,777.8,0,0,
2022-11-14 04:10:00,2022-11-14 10:10:00,138.0,203.0,0,0,11,59,777.9,0,0,
2022-11-14 04:00:00,2022-11-14 10:00:00,144.0,203.0,0,0,11.4,57,777.9,0,0,
2022-11-14 03:50:00,2022-11-14 09:50:00,176.0,203.0,1.6,2.2,12,55,777.9,0,0,
2022-11-14 03:40:00,2022-11-14 09:40:00,203.0,228.0,4.1,12,12.2,55,777.8,0,0,
2022-11-14 03:30:00,2022-11-14 09:30:00,199.0,220.0,3.2,19.5,12.3,52,777.7,0,0,
2022-11-14 03:20:00,2022-11-14 09:20:00,224.0,234.0,2.7,13.7,12.5,50,777.6,0,0,
2022-11-14 03:10:00,2022-11-14 09:10:00,228.0,222.0,5.5,17.2,12.7,47,777.6,0,0,
2022-11-14 03:00:00,2022-11-14 09:00:00,226.0,222.0,8.9,24.6,12.8,46,777.6,0,0,
2022-11-14 02:50:00,2022-11-14 08:50:00,238.0,247.0,8.6,18.9,12.9,44,777.6,0,0,
2022-11-14 02:40:00,2022-11-14 08:40:00,231.0,220.0,7.7,16,13.1,44,777.6,0,0,
2022-11-14 02:30:00,2022-11-14 08:30:00,239.0,224.0,7.2,13.7,13.4,43,777.7,0,0,
2022-11-14 02:20:00,2022-11-14 08:20:00,241.0,239.0,14.4,28.1,13.6,42,777.6,0,0,
2022-11-14 02:10:00,2022-11-14 08:10:00,252.0,238.0,13.9,21.8,13.6,40,777.7,0,0,
2022-11-14 02:00:00,2022-11-14 08:00:00,246.0,260.0,15.9,23.5,13.9,38,777.7,0,0,
2022-11-14 01:50:00,2022-11-14 07:50:00,246.0,249.0,20.1,29.8,13.9,38,777.6,0,0,
2022-11-14 01:40:00,2022-11-14 07:40:00,245.0,237.0,18.5,30.4,13.9,38,777.5,0,0,
2022-11-14 01:30:00,2022-11-14 07:30:00,243.0,237.0,17.8,31,13.4,40,777.6,0,1,
2022-11-14 01:20:00,2022-11-14 07:20:00,288.0,222.0,4.4,21.2,12.3,46,777.8,0,0,
2022-11-14 01:10:00,2022-11-14 07:10:00,70.0,58.0,1.6,4.5,12,48,777.9,0,0,
2022-11-14 01:00:00,2022-11-14 07:00:00,73.0,135.0,0,0,11.9,49,778,0,0,
2022-11-14 00:50:00,2022-11-14 06:50:00,96.0,135.0,0,0,11.6,49,778.2,0,0,
2022-11-14 00:40:00,2022-11-14 06:40:00,107.0,135.0,0,0,11.4,50,778.3,0,0,
2022-11-14 00:30:00,2022-11-14 06:30:00,123.0,135.0,0,0,11.2,51,778.4,0,0,
2022-11-14 00:20:00,2022-11-14 06:20:00,146.0,135.0,0,0,11,52,778.4,0,0,
2022-11-14 00:10:00,2022-11-14 06:10:00,124.0,135.0,0,0,10.9,52,778.5,0,0,
2022-11-14 00:00:00,2022-11-14 06:00:00,143.0,135.0,0,0,11.3,51,778.5,0,0,
2022-11-13 23:50:00,2022-11-14 05:50:00,155.0,135.0,0,0,11.4,50,778.6,0,0,
2022-11-13 23:40:00,2022-11-14 05:40:00,163.0,135.0,0,0,11.3,51,778.6,0,0,
2022-11-13 23:30:00,2022-11-14 05:30:00,171.0,135.0,1.8,9.7,11.2,51,778.7,0,0,
2022-11-13 23:20:00,2022-11-14 05:20:00,199.0,258.0,0,0,11.2,51,778.8,0,0,
2022-11-13 23:10:00,2022-11-14 05:10:00,216.0,258.0,0,0,11.2,50,778.9,0,0,
2022-11-13 23:00:00,2022-11-14 05:00:00,215.0,258.0,0,0,11.6,48,778.9,0,0,
2022-11-13 22:50:00,2022-11-14 04:50:00,199.0,258.0,0,0,12,46,779,0,0,
2022-11-13 22:40:00,2022-11-14 04:40:00,200.0,258.0,0,0,12.5,44,779,0,0,
2022-11-13 22:30:00,2022-11-14 04:30:00,198.0,258.0,0,0,13.3,42,779,0,0,
2022-11-13 22:20:00,2022-11-14 04:20:00,156.0,258.0,0,0,14.4,39,778.9,0,0,
2022-11-13 22:10:00,2022-11-14 04:10:00,227.0,258.0,4.1,10.2,15.3,36,778.8,0,0,
2022-11-13 22:00:00,2022-11-14 04:00:00,237.0,237.0,9.2,16,15.5,35,778.6,0,0,
2022-11-13 21:50:00,2022-11-14 03:50:00,235.0,230.0,7.2,15.4,15.6,35,778.6,0,0,
2022-11-13 21:40:00,2022-11-14 03:40:00,246.0,235.0,3.5,13.7,15.9,34,778.6,0,0,
2022-11-13 21:30:00,2022-11-14 03:30:00,251.0,262.0,6.6,14.3,16.2,33,778.5,0,0,
2022-11-13 21:20:00,2022-11-14 03:20:00,252.0,253.0,10.5,16,16.4,32,778.5,0,0,
2022-11-13 21:10:00,2022-11-14 03:10:00,249.0,245.0,10.4,18.3,16.6,32,778.5,0,0,
2022-11-13 21:00:00,2022-11-14 03:00:00,252.0,247.0,9.2,16.6,16.8,31,778.4,0,0,
2022-11-13 20:50:00,2022-11-14 02:50:00,253.0,249.0,3.3,13.7,17,30,778.3,0,0,
2022-11-13 20:40:00,2022-11-14 02:40:00,255.0,266.0,4.3,14.3,17,30,778.2,0,0,
2022-11-13 20:30:00,2022-11-14 02:30:00,248.0,249.0,6.9,14.3,17.3,29,777.9,0,0,
2022-11-13 20:20:00,2022-11-14 02:20:00,244.0,248.0,7.4,18.9,17.4,29,777.8,0,0,
2022-11-13 20:10:00,2022-11-14 02:10:00,247.0,245.0,8.2,20.6,17.7,29,777.7,0,0,
2022-11-13 20:00:00,2022-11-14 02:00:00,248.0,254.0,9.2,16.6,17.7,29,777.6,0,0,
2022-11-13 19:50:00,2022-11-14 01:50:00,249.0,247.0,3.8,15.4,17.9,28,777.4,0,0,
2022-11-13 19:40:00,2022-11-14 01:40:00,248.0,244.0,11.5,17.2,18,28,777.4,0,0,
2022-11-13 19:30:00,2022-11-14 01:30:00,245.0,245.0,7.4,17.2,18.1,27,777.3,0,0,
2022-11-13 19:20:00,2022-11-14 01:20:00,248.0,251.0,10.4,16,18.4,26,777.2,0,0,
2022-11-13 19:10:00,2022-11-14 01:10:00,248.0,238.0,6,14.9,18.6,25,777.1,0,0,
2022-11-13 19:00:00,2022-11-14 01:00:00,253.0,232.0,4,13.1,18.8,24,777.1,0,0,
2022-11-13 18:50:00,2022-11-14 00:50:00,251.0,242.0,9.4,14.9,19.2,23,777,0,0,
2022-11-13 18:40:00,2022-11-14 00:40:00,252.0,243.0,12.8,21.8,19.5,23,776.9,0,0,
2022-11-13 18:30:00,2022-11-14 00:30:00,250.0,248.0,12.3,22.9,19.7,23,776.9,0,0,
2022-11-13 18:20:00,2022-11-14 00:20:00,250.0,257.0,12.6,21.8,19.9,23,776.9,0,0,
2022-11-13 18:10:00,2022-11-14 00:10:00,247.0,257.0,5.8,21.2,20.2,22,776.9,0,0,
2022-11-13 18:00:00,2022-11-14 00:00:00,241.0,228.0,7.2,17.2,20.6,22,776.8,0,4,
2022-11-13 17:50:00,2022-11-13 23:50:00,241.0,255.0,12.8,20,21.1,22,776.8,0,10,
